bit_position,dimension,threshold,error_count,total,BER
1444,481,1,234,881,0.2656072644721907
1445,481,2,171,881,0.19409761634506242
1446,482,0,197,881,0.22360953461975028
1447,482,1,228,881,0.25879682179341656
1448,482,2,152,881,0.17253121452894438
1449,483,0,183,881,0.20771850170261066
1450,483,1,212,881,0.24063564131668558
1451,483,2,174,881,0.19750283768444948
1452,484,0,172,881,0.1952326901248581
1453,484,1,218,881,0.2474460839954597
1454,484,2,174,881,0.19750283768444948
1455,485,0,174,881,0.19750283768444948
1456,485,1,213,881,0.24177071509648126
1457,485,2,160,881,0.18161180476730987
1458,486,0,165,881,0.1872871736662883
1459,486,1,219,881,0.24858115777525538
1460,486,2,198,881,0.22474460839954596
1461,487,0,162,881,0.18388195232690124
1462,487,1,195,881,0.2213393870601589
1463,487,2,191,881,0.21679909194097616
1464,488,0,187,881,0.2122587968217934
1465,488,1,231,881,0.26220204313280365
1466,488,2,192,881,0.21793416572077184
1467,489,0,181,881,0.2054483541430193
1468,489,1,242,881,0.2746878547105562
1469,489,2,180,881,0.2043132803632236
1470,490,0,157,881,0.1782065834279228
1471,490,1,244,881,0.27695800227014755
1472,490,2,196,881,0.2224744608399546
1473,491,0,160,881,0.18161180476730987
1474,491,1,229,881,0.2599318955732123
1475,491,2,184,881,0.20885357548240635
1476,492,0,164,881,0.18615209988649262
1477,492,1,250,881,0.28376844494892167
1478,492,2,196,881,0.2224744608399546
1479,493,0,172,881,0.1952326901248581
1480,493,1,244,881,0.27695800227014755
1481,493,2,170,881,0.19296254256526674
1482,494,0,185,881,0.20998864926220204
1483,494,1,218,881,0.2474460839954597
1484,494,2,175,881,0.19863791146424517
1485,495,0,194,881,0.22020431328036322
1486,495,1,245,881,0.27809307604994327
1487,495,2,177,881,0.20090805902383654
1488,496,0,184,881,0.20885357548240635
1489,496,1,220,881,0.24971623155505107
1490,496,2,184,881,0.20885357548240635
1491,497,0,195,881,0.2213393870601589
1492,497,1,209,881,0.23723041997729852
1493,497,2,190,881,0.21566401816118047
1494,498,0,195,881,0.2213393870601589
1495,498,1,224,881,0.2542565266742338
1496,498,2,151,881,0.1713961407491487
1497,499,0,174,881,0.19750283768444948
1498,499,1,225,881,0.25539160045402953
1499,499,2,189,881,0.21452894438138478
1500,500,0,186,881,0.21112372304199772
1501,500,1,252,881,0.28603859250851305
1502,500,2,192,881,0.21793416572077184
1503,501,0,159,881,0.18047673098751418
1504,501,1,242,881,0.2746878547105562
1505,501,2,176,881,0.19977298524404086
1506,502,0,191,881,0.21679909194097616
1507,502,1,216,881,0.24517593643586832
1508,502,2,181,881,0.2054483541430193
1509,503,0,169,881,0.19182746878547105
1510,503,1,240,881,0.2724177071509648
1511,503,2,172,881,0.1952326901248581
1512,504,0,177,881,0.20090805902383654
1513,504,1,208,881,0.23609534619750283
1514,504,2,163,881,0.18501702610669693
1515,505,0,192,881,0.21793416572077184
1516,505,1,245,881,0.27809307604994327
1517,505,2,158,881,0.1793416572077185
1518,506,0,179,881,0.20317820658342792
1519,506,1,240,881,0.2724177071509648
1520,506,2,190,881,0.21566401816118047
1521,507,0,197,881,0.22360953461975028
1522,507,1,224,881,0.2542565266742338
1523,507,2,156,881,0.17707150964812712
1524,508,0,159,881,0.18047673098751418
1525,508,1,235,881,0.2667423382519864
1526,508,2,151,881,0.1713961407491487
1527,509,0,149,881,0.16912599318955732
1528,509,1,222,881,0.25198637911464244
1529,509,2,181,881,0.2054483541430193
1530,510,0,161,881,0.18274687854710556
1531,510,1,226,881,0.2565266742338252
1532,510,2,176,881,0.19977298524404086
1533,511,0,189,881,0.21452894438138478
1534,511,1,237,881,0.2690124858115778
1535,511,2,152,881,0.17253121452894438
